time="2026-03-12T01:18:58Z" level=warning msg="The \"SIGNAL_VERIFICATION_CODE\" variable is not set. Defaulting to a blank string."
redis-1  | 2026-03-12T01:16:06.639883033Z 1:M 12 Mar 2026 01:16:06.639 - Client closed connection id=156 addr=127.0.0.1:41786 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:35:47.343960433Z 1:M 12 Mar 2026 01:35:47.343 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:35:47.967146640Z 1:M 12 Mar 2026 01:35:47.966 - Accepted 127.0.0.1:51992
redis-1  | 2026-03-12T01:35:47.968074056Z 1:M 12 Mar 2026 01:35:47.967 - Client closed connection id=388 addr=127.0.0.1:51992 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:35:52.377058720Z 1:M 12 Mar 2026 01:35:52.376 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:35:53.031421143Z 1:M 12 Mar 2026 01:35:53.031 - Accepted 127.0.0.1:59550
redis-1  | 2026-03-12T01:35:53.032984117Z 1:M 12 Mar 2026 01:35:53.032 - Client closed connection id=389 addr=127.0.0.1:59550 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:35:57.421260159Z 1:M 12 Mar 2026 01:35:57.421 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:35:58.092689502Z 1:M 12 Mar 2026 01:35:58.092 - Accepted 127.0.0.1:59554
redis-1  | 2026-03-12T01:35:58.094298665Z 1:M 12 Mar 2026 01:35:58.093 - Client closed connection id=390 addr=127.0.0.1:59554 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:36:02.454781326Z 1:M 12 Mar 2026 01:36:02.454 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:36:03.155287829Z 1:M 12 Mar 2026 01:36:03.155 - Accepted 127.0.0.1:38946
redis-1  | 2026-03-12T01:36:03.157345402Z 1:M 12 Mar 2026 01:36:03.156 - Client closed connection id=391 addr=127.0.0.1:38946 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:36:07.489824884Z 1:M 12 Mar 2026 01:36:07.489 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:36:08.245807332Z 1:M 12 Mar 2026 01:36:08.245 - Accepted 127.0.0.1:38950
redis-1  | 2026-03-12T01:36:08.249226401Z 1:M 12 Mar 2026 01:36:08.247 - Client closed connection id=392 addr=127.0.0.1:38950 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:36:12.540769249Z 1:M 12 Mar 2026 01:36:12.540 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:36:13.386629003Z 1:M 12 Mar 2026 01:36:13.386 - Accepted 127.0.0.1:48418
redis-1  | 2026-03-12T01:36:13.388938861Z 1:M 12 Mar 2026 01:36:13.388 - Client closed connection id=393 addr=127.0.0.1:48418 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:36:17.584705925Z 1:M 12 Mar 2026 01:36:17.584 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:36:18.447710950Z 1:M 12 Mar 2026 01:36:18.447 - Accepted 127.0.0.1:48434
redis-1  | 2026-03-12T01:36:18.449416268Z 1:M 12 Mar 2026 01:36:18.449 - Client closed connection id=394 addr=127.0.0.1:48434 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:36:22.616112150Z 1:M 12 Mar 2026 01:36:22.615 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:36:23.508030304Z 1:M 12 Mar 2026 01:36:23.507 - Accepted 127.0.0.1:33054
redis-1  | 2026-03-12T01:36:23.509269567Z 1:M 12 Mar 2026 01:36:23.508 - Client closed connection id=395 addr=127.0.0.1:33054 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:36:27.648865870Z 1:M 12 Mar 2026 01:36:27.648 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:36:28.603284806Z 1:M 12 Mar 2026 01:36:28.602 - Accepted 127.0.0.1:33068
redis-1  | 2026-03-12T01:36:28.603327368Z 1:M 12 Mar 2026 01:36:28.603 - Client closed connection id=396 addr=127.0.0.1:33068 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:36:32.687110905Z 1:M 12 Mar 2026 01:36:32.686 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:36:33.697886539Z 1:M 12 Mar 2026 01:36:33.697 - Accepted 127.0.0.1:47548
redis-1  | 2026-03-12T01:36:33.701159279Z 1:M 12 Mar 2026 01:36:33.699 - Client closed connection id=397 addr=127.0.0.1:47548 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:36:37.722349242Z 1:M 12 Mar 2026 01:36:37.722 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:36:38.804778914Z 1:M 12 Mar 2026 01:36:38.804 - Accepted 127.0.0.1:47564
redis-1  | 2026-03-12T01:36:38.807820648Z 1:M 12 Mar 2026 01:36:38.806 - Client closed connection id=398 addr=127.0.0.1:47564 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:36:42.760587893Z 1:M 12 Mar 2026 01:36:42.760 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:36:43.868100305Z 1:M 12 Mar 2026 01:36:43.867 - Accepted 127.0.0.1:55822
redis-1  | 2026-03-12T01:36:43.870401676Z 1:M 12 Mar 2026 01:36:43.870 - Client closed connection id=399 addr=127.0.0.1:55822 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=7 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:36:47.794955929Z 1:M 12 Mar 2026 01:36:47.794 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:36:48.929431385Z 1:M 12 Mar 2026 01:36:48.929 - Accepted 127.0.0.1:55828
redis-1  | 2026-03-12T01:36:48.931302673Z 1:M 12 Mar 2026 01:36:48.930 - Client closed connection id=400 addr=127.0.0.1:55828 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:36:52.830736820Z 1:M 12 Mar 2026 01:36:52.830 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:36:53.991547957Z 1:M 12 Mar 2026 01:36:53.990 - Accepted 127.0.0.1:53816
redis-1  | 2026-03-12T01:36:53.993119719Z 1:M 12 Mar 2026 01:36:53.992 - Client closed connection id=401 addr=127.0.0.1:53816 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:36:57.862909814Z 1:M 12 Mar 2026 01:36:57.862 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:36:59.060351199Z 1:M 12 Mar 2026 01:36:59.060 - Accepted 127.0.0.1:53822
redis-1  | 2026-03-12T01:36:59.063568066Z 1:M 12 Mar 2026 01:36:59.063 - Client closed connection id=402 addr=127.0.0.1:53822 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:37:02.900113072Z 1:M 12 Mar 2026 01:37:02.899 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:37:04.124778288Z 1:M 12 Mar 2026 01:37:04.124 - Accepted 127.0.0.1:55080
redis-1  | 2026-03-12T01:37:04.125889598Z 1:M 12 Mar 2026 01:37:04.125 - Client closed connection id=403 addr=127.0.0.1:55080 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:37:07.932403650Z 1:M 12 Mar 2026 01:37:07.932 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:37:09.275589619Z 1:M 12 Mar 2026 01:37:09.275 - Accepted 127.0.0.1:55096
redis-1  | 2026-03-12T01:37:09.278820968Z 1:M 12 Mar 2026 01:37:09.278 - Client closed connection id=404 addr=127.0.0.1:55096 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:37:12.974359866Z 1:M 12 Mar 2026 01:37:12.974 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:37:14.344961386Z 1:M 12 Mar 2026 01:37:14.344 - Accepted 127.0.0.1:60866
redis-1  | 2026-03-12T01:37:14.346152403Z 1:M 12 Mar 2026 01:37:14.345 - Client closed connection id=405 addr=127.0.0.1:60866 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:37:18.030399955Z 1:M 12 Mar 2026 01:37:18.030 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:37:19.431315644Z 1:M 12 Mar 2026 01:37:19.430 - Accepted 127.0.0.1:60876
redis-1  | 2026-03-12T01:37:19.433206397Z 1:M 12 Mar 2026 01:37:19.432 - Client closed connection id=406 addr=127.0.0.1:60876 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:37:23.062960522Z 1:M 12 Mar 2026 01:37:23.062 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:37:24.504887995Z 1:M 12 Mar 2026 01:37:24.504 - Accepted 127.0.0.1:51770
redis-1  | 2026-03-12T01:37:24.506708731Z 1:M 12 Mar 2026 01:37:24.506 - Client closed connection id=407 addr=127.0.0.1:51770 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:37:28.097897758Z 1:M 12 Mar 2026 01:37:28.097 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:37:29.614677559Z 1:M 12 Mar 2026 01:37:29.614 - Accepted 127.0.0.1:51772
redis-1  | 2026-03-12T01:37:29.616071220Z 1:M 12 Mar 2026 01:37:29.615 - Client closed connection id=408 addr=127.0.0.1:51772 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:37:33.135662710Z 1:M 12 Mar 2026 01:37:33.135 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:37:34.673902649Z 1:M 12 Mar 2026 01:37:34.673 - Accepted 127.0.0.1:37654
redis-1  | 2026-03-12T01:37:34.676290547Z 1:M 12 Mar 2026 01:37:34.675 - Client closed connection id=409 addr=127.0.0.1:37654 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:37:38.170869202Z 1:M 12 Mar 2026 01:37:38.170 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:37:39.738011833Z 1:M 12 Mar 2026 01:37:39.737 - Accepted 127.0.0.1:37662
redis-1  | 2026-03-12T01:37:39.739716075Z 1:M 12 Mar 2026 01:37:39.739 - Client closed connection id=410 addr=127.0.0.1:37662 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:37:43.203621001Z 1:M 12 Mar 2026 01:37:43.203 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:37:44.827972795Z 1:M 12 Mar 2026 01:37:44.827 - Accepted 127.0.0.1:48278
redis-1  | 2026-03-12T01:37:44.829594722Z 1:M 12 Mar 2026 01:37:44.829 - Client closed connection id=411 addr=127.0.0.1:48278 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:37:48.237748645Z 1:M 12 Mar 2026 01:37:48.237 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:37:49.888317860Z 1:M 12 Mar 2026 01:37:49.888 - Accepted 127.0.0.1:48290
redis-1  | 2026-03-12T01:37:49.889596918Z 1:M 12 Mar 2026 01:37:49.888 - Client closed connection id=412 addr=127.0.0.1:48290 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:37:53.269240386Z 1:M 12 Mar 2026 01:37:53.269 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:37:54.948149606Z 1:M 12 Mar 2026 01:37:54.948 - Accepted 127.0.0.1:38650
redis-1  | 2026-03-12T01:37:54.953423485Z 1:M 12 Mar 2026 01:37:54.948 - Client closed connection id=413 addr=127.0.0.1:38650 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:37:58.302368197Z 1:M 12 Mar 2026 01:37:58.302 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:38:00.033536807Z 1:M 12 Mar 2026 01:38:00.033 - Accepted 127.0.0.1:47168
redis-1  | 2026-03-12T01:38:00.035074732Z 1:M 12 Mar 2026 01:38:00.034 - Client closed connection id=414 addr=127.0.0.1:47168 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:38:03.336805484Z 1:M 12 Mar 2026 01:38:03.336 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:38:05.118927343Z 1:M 12 Mar 2026 01:38:05.118 - Accepted 127.0.0.1:47170
redis-1  | 2026-03-12T01:38:05.120988574Z 1:M 12 Mar 2026 01:38:05.120 - Client closed connection id=415 addr=127.0.0.1:47170 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:38:08.375961290Z 1:M 12 Mar 2026 01:38:08.375 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:38:10.180125684Z 1:M 12 Mar 2026 01:38:10.180 - Accepted 127.0.0.1:55702
redis-1  | 2026-03-12T01:38:10.181374393Z 1:M 12 Mar 2026 01:38:10.181 - Client closed connection id=416 addr=127.0.0.1:55702 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:38:13.413819014Z 1:M 12 Mar 2026 01:38:13.413 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:38:15.244546206Z 1:M 12 Mar 2026 01:38:15.244 - Accepted 127.0.0.1:55706
redis-1  | 2026-03-12T01:38:15.245975347Z 1:M 12 Mar 2026 01:38:15.245 - Client closed connection id=417 addr=127.0.0.1:55706 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:38:18.449736791Z 1:M 12 Mar 2026 01:38:18.449 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:38:20.303957687Z 1:M 12 Mar 2026 01:38:20.303 - Accepted 127.0.0.1:47766
redis-1  | 2026-03-12T01:38:20.305782462Z 1:M 12 Mar 2026 01:38:20.305 - Client closed connection id=418 addr=127.0.0.1:47766 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:38:23.482625818Z 1:M 12 Mar 2026 01:38:23.482 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:38:25.381396423Z 1:M 12 Mar 2026 01:38:25.381 - Accepted 127.0.0.1:47774
redis-1  | 2026-03-12T01:38:25.383683214Z 1:M 12 Mar 2026 01:38:25.383 - Client closed connection id=419 addr=127.0.0.1:47774 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:38:28.517722272Z 1:M 12 Mar 2026 01:38:28.517 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:38:30.454144228Z 1:M 12 Mar 2026 01:38:30.453 - Accepted 127.0.0.1:36996
redis-1  | 2026-03-12T01:38:30.456986948Z 1:M 12 Mar 2026 01:38:30.456 - Client closed connection id=420 addr=127.0.0.1:36996 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:38:33.550339059Z 1:M 12 Mar 2026 01:38:33.550 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:38:35.516055989Z 1:M 12 Mar 2026 01:38:35.515 - Accepted 127.0.0.1:37010
redis-1  | 2026-03-12T01:38:35.518059392Z 1:M 12 Mar 2026 01:38:35.517 - Client closed connection id=421 addr=127.0.0.1:37010 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:38:38.598731189Z 1:M 12 Mar 2026 01:38:38.598 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:38:40.579721427Z 1:M 12 Mar 2026 01:38:40.579 - Accepted 127.0.0.1:43432
redis-1  | 2026-03-12T01:38:40.581340044Z 1:M 12 Mar 2026 01:38:40.580 - Client closed connection id=422 addr=127.0.0.1:43432 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=16384 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
redis-1  | 2026-03-12T01:38:43.630645921Z 1:M 12 Mar 2026 01:38:43.630 . 0 clients connected (0 replicas), 998152 bytes in use
redis-1  | 2026-03-12T01:38:45.642406555Z 1:M 12 Mar 2026 01:38:45.642 - Accepted 127.0.0.1:43436
redis-1  | 2026-03-12T01:38:45.646440877Z 1:M 12 Mar 2026 01:38:45.646 - Client closed connection id=423 addr=127.0.0.1:43436 laddr=127.0.0.1:6379 fd=10 name= age=0 idle=0 flags=N db=0 sub=0 psub=0 ssub=0 multi=-1 watch=0 qbuf=0 qbuf-free=20474 argv-mem=0 multi-mem=0 rbs=16384 rbp=7 obl=0 oll=0 omem=0 tot-mem=37760 events=r cmd=ping user=default redir=-1 resp=2 lib-name= lib-ver=
