time="2026-03-12T01:03:21Z" level=warning msg="The \"OPENCLAW_ADMIN_PASSWORD\" variable is not set. Defaulting to a blank string."
grafana-1  | 2026-03-12T01:03:13.231791375Z logger=auth t=2026-03-12T01:03:13.231652745Z level=debug msg="Starting cleanup of external sessions"
grafana-1  | 2026-03-12T01:29:13.063239177Z logger=infra.lockservice t=2026-03-12T01:29:13.06306468Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=9.737357ms
grafana-1  | 2026-03-12T01:29:13.063242989Z logger=infra.lockservice t=2026-03-12T01:29:13.063118948Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=17.976756ms
grafana-1  | 2026-03-12T01:29:13.073433116Z logger=secrets t=2026-03-12T01:29:13.073246725Z level=debug msg="Removing expired data keys from cache..."
grafana-1  | 2026-03-12T01:29:13.073469231Z logger=secrets t=2026-03-12T01:29:13.073315948Z level=debug msg="Removing expired data keys from cache finished successfully"
grafana-1  | 2026-03-12T01:29:13.203816137Z logger=ngalert.sender.router t=2026-03-12T01:29:13.203553823Z level=debug msg="Attempting to sync admin configs" count=0
grafana-1  | 2026-03-12T01:29:13.203873436Z logger=ngalert.sender.router t=2026-03-12T01:29:13.203691727Z level=debug msg="Finish of admin configuration sync"
grafana-1  | 2026-03-12T01:29:13.325439888Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:29:13.325015567Z level=debug msg="Synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:29:13.328522823Z logger=ngalert.notifier component=alertmanager orgID=1 t=2026-03-12T01:29:13.328397343Z level=debug msg="Config hasn't changed, skipping configuration sync."
grafana-1  | 2026-03-12T01:29:13.331720385Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:29:13.331601249Z level=debug msg="Done synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:29:20.001460525Z logger=ngalert.scheduler t=2026-03-12T01:29:20.001165733Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:29:30.001932523Z logger=ngalert.scheduler t=2026-03-12T01:29:30.001564038Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:29:40.001672710Z logger=ngalert.scheduler t=2026-03-12T01:29:40.001449981Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:29:43.045470391Z logger=infra.lockservice t=2026-03-12T01:29:43.045181261Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:29:43.054646896Z logger=infra.lockservice t=2026-03-12T01:29:43.054088537Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:29:43.055389826Z logger=dashboard-service t=2026-03-12T01:29:43.054651612Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:29:43.055424871Z logger=dashboard-service t=2026-03-12T01:29:43.054709309Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:29:43.056931933Z logger=infra.kvstore.sql t=2026-03-12T01:29:43.056218556Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:29:43.056950501Z logger=dashboard-service t=2026-03-12T01:29:43.0562693Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:29:43.057370165Z logger=grafana-apiserver t=2026-03-12T01:29:43.057073951Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:29:43.058913694Z logger=grafana-apiserver t=2026-03-12T01:29:43.05862585Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:29:43.062891453Z logger=grafana-apiserver t=2026-03-12T01:29:43.062674127Z level=debug msg=HTTP verb=LIST URI= latency=4.659903ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=57957986-39ac-4acf-81b5-daf0742763b4 srcIP= resp=200
grafana-1  | 2026-03-12T01:29:43.064065963Z logger=grafana-apiserver t=2026-03-12T01:29:43.063102949Z level=debug msg=Response status="200 OK" milliseconds=5
grafana-1  | 2026-03-12T01:29:43.064080174Z logger=dashboard-service t=2026-03-12T01:29:43.06383286Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:29:43.064083984Z logger=infra.lockservice t=2026-03-12T01:29:43.063891913Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=9.807702ms
grafana-1  | 2026-03-12T01:29:43.064087723Z logger=infra.lockservice t=2026-03-12T01:29:43.063912643Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=18.748484ms
grafana-1  | 2026-03-12T01:29:50.001835365Z logger=ngalert.scheduler t=2026-03-12T01:29:50.001650609Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:30:00.002395343Z logger=ngalert.scheduler t=2026-03-12T01:30:00.002112778Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:30:10.003758158Z logger=ngalert.scheduler t=2026-03-12T01:30:10.00169643Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:30:13.046063176Z logger=infra.lockservice t=2026-03-12T01:30:13.045112323Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:30:13.052912124Z logger=infra.lockservice t=2026-03-12T01:30:13.052289541Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:30:13.054269767Z logger=ssosettings.service t=2026-03-12T01:30:13.053095864Z level=debug msg="reloading SSO Settings for all providers"
grafana-1  | 2026-03-12T01:30:13.054288140Z logger=dashboard-service t=2026-03-12T01:30:13.053203135Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:30:13.054302511Z logger=dashboard-service t=2026-03-12T01:30:13.053228041Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:30:13.054962136Z logger=ssosettings.service t=2026-03-12T01:30:13.053463249Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:30:13.054969714Z logger=ssosettings.service t=2026-03-12T01:30:13.05349451Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:30:13.054973312Z logger=ssosettings.service t=2026-03-12T01:30:13.05376821Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:30:13.054976637Z logger=ssosettings.service t=2026-03-12T01:30:13.053789921Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:30:13.054980277Z logger=infra.kvstore.sql t=2026-03-12T01:30:13.053575096Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:30:13.054983601Z logger=ssosettings.service t=2026-03-12T01:30:13.054020117Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:30:13.054986941Z logger=ssosettings.service t=2026-03-12T01:30:13.054043262Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:30:13.054990700Z logger=ssosettings.service t=2026-03-12T01:30:13.054088061Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:30:13.057811851Z logger=dashboard-service t=2026-03-12T01:30:13.054150145Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:30:13.057858101Z logger=grafana-apiserver t=2026-03-12T01:30:13.054350334Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:30:13.057865568Z logger=ssosettings.service t=2026-03-12T01:30:13.054122791Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:30:13.057869112Z logger=grafana-apiserver t=2026-03-12T01:30:13.055680562Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:30:13.063323503Z logger=grafana-apiserver t=2026-03-12T01:30:13.062997071Z level=debug msg=Response status="200 OK" milliseconds=8
grafana-1  | 2026-03-12T01:30:13.063419224Z logger=grafana-apiserver t=2026-03-12T01:30:13.062984768Z level=debug msg=HTTP verb=LIST URI= latency=7.590304ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=b5a92613-0191-4277-9bdb-eeded776deef srcIP= resp=200
grafana-1  | 2026-03-12T01:30:13.063425016Z logger=dashboard-service t=2026-03-12T01:30:13.063215874Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:30:13.063428891Z logger=infra.lockservice t=2026-03-12T01:30:13.06324978Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=10.967091ms
grafana-1  | 2026-03-12T01:30:13.063885953Z logger=infra.lockservice t=2026-03-12T01:30:13.063268752Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=18.175359ms
grafana-1  | 2026-03-12T01:30:13.072745653Z logger=secrets t=2026-03-12T01:30:13.072590423Z level=debug msg="Removing expired data keys from cache..."
grafana-1  | 2026-03-12T01:30:13.072766148Z logger=secrets t=2026-03-12T01:30:13.072658607Z level=debug msg="Removing expired data keys from cache finished successfully"
grafana-1  | 2026-03-12T01:30:13.206118825Z logger=ngalert.sender.router t=2026-03-12T01:30:13.205964796Z level=debug msg="Attempting to sync admin configs" count=0
grafana-1  | 2026-03-12T01:30:13.206152301Z logger=ngalert.sender.router t=2026-03-12T01:30:13.206029589Z level=debug msg="Finish of admin configuration sync"
grafana-1  | 2026-03-12T01:30:13.335942284Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:30:13.335222665Z level=debug msg="Synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:30:13.338782919Z logger=ngalert.notifier component=alertmanager orgID=1 t=2026-03-12T01:30:13.33845659Z level=debug msg="Config hasn't changed, skipping configuration sync."
grafana-1  | 2026-03-12T01:30:13.341339233Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:30:13.341197761Z level=debug msg="Done synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:30:20.001743193Z logger=ngalert.scheduler t=2026-03-12T01:30:20.001387498Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:30:30.001692052Z logger=ngalert.scheduler t=2026-03-12T01:30:30.001498284Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:30:40.001960955Z logger=ngalert.scheduler t=2026-03-12T01:30:40.001589858Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:30:43.045531879Z logger=infra.lockservice t=2026-03-12T01:30:43.045338605Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:30:43.053523980Z logger=infra.lockservice t=2026-03-12T01:30:43.053338708Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:30:43.054363966Z logger=dashboard-service t=2026-03-12T01:30:43.054271016Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:30:43.054891882Z logger=dashboard-service t=2026-03-12T01:30:43.05431564Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:30:43.055945505Z logger=infra.kvstore.sql t=2026-03-12T01:30:43.055791332Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:30:43.055965363Z logger=dashboard-service t=2026-03-12T01:30:43.05588751Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:30:43.056906363Z logger=grafana-apiserver t=2026-03-12T01:30:43.0567819Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:30:43.058047210Z logger=grafana-apiserver t=2026-03-12T01:30:43.057953748Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:30:43.062474951Z logger=grafana-apiserver t=2026-03-12T01:30:43.062038014Z level=debug msg=Response status="200 OK" milliseconds=4
grafana-1  | 2026-03-12T01:30:43.062585438Z logger=grafana-apiserver t=2026-03-12T01:30:43.06203843Z level=debug msg=HTTP verb=LIST URI= latency=4.380226ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=cdabb3dd-21df-471d-aae2-10387b743b6f srcIP= resp=200
grafana-1  | 2026-03-12T01:30:43.063643809Z logger=dashboard-service t=2026-03-12T01:30:43.063154783Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:30:43.063661779Z logger=infra.lockservice t=2026-03-12T01:30:43.06319809Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=9.865649ms
grafana-1  | 2026-03-12T01:30:43.063665956Z logger=infra.lockservice t=2026-03-12T01:30:43.063218058Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=17.897188ms
grafana-1  | 2026-03-12T01:30:50.000768590Z logger=ngalert.scheduler t=2026-03-12T01:30:50.000592926Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:31:00.001806689Z logger=ngalert.scheduler t=2026-03-12T01:31:00.001578123Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:31:10.002092612Z logger=ngalert.scheduler t=2026-03-12T01:31:10.0018117Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:31:13.045230192Z logger=infra.lockservice t=2026-03-12T01:31:13.045021802Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:31:13.053234231Z logger=infra.lockservice t=2026-03-12T01:31:13.052739292Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:31:13.053769171Z logger=ssosettings.service t=2026-03-12T01:31:13.053462725Z level=debug msg="reloading SSO Settings for all providers"
grafana-1  | 2026-03-12T01:31:13.054970611Z logger=dashboard-service t=2026-03-12T01:31:13.054768305Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:31:13.054995892Z logger=dashboard-service t=2026-03-12T01:31:13.054812359Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:31:13.056544402Z logger=ssosettings.service t=2026-03-12T01:31:13.056002459Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:31:13.057121252Z logger=ssosettings.service t=2026-03-12T01:31:13.056044068Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:31:13.057136279Z logger=ssosettings.service t=2026-03-12T01:31:13.056062597Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:31:13.057141708Z logger=ssosettings.service t=2026-03-12T01:31:13.056078883Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:31:13.057146536Z logger=ssosettings.service t=2026-03-12T01:31:13.056094358Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:31:13.057246458Z logger=ssosettings.service t=2026-03-12T01:31:13.056111168Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:31:13.057268305Z logger=ssosettings.service t=2026-03-12T01:31:13.056125265Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:31:13.057271763Z logger=ssosettings.service t=2026-03-12T01:31:13.056153965Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:31:13.057279095Z logger=infra.kvstore.sql t=2026-03-12T01:31:13.056526942Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:31:13.057282609Z logger=dashboard-service t=2026-03-12T01:31:13.056613882Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:31:13.057285955Z logger=grafana-apiserver t=2026-03-12T01:31:13.056789554Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:31:13.059031179Z logger=grafana-apiserver t=2026-03-12T01:31:13.057246332Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:31:13.064747423Z logger=grafana-apiserver t=2026-03-12T01:31:13.064375495Z level=debug msg=Response status="200 OK" milliseconds=7
grafana-1  | 2026-03-12T01:31:13.064777221Z logger=grafana-apiserver t=2026-03-12T01:31:13.064375055Z level=debug msg=HTTP verb=LIST URI= latency=7.373187ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=52edf294-e88f-415c-ad9e-b1fd3d4c29be srcIP= resp=200
grafana-1  | 2026-03-12T01:31:13.065049475Z logger=dashboard-service t=2026-03-12T01:31:13.064921943Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:31:13.065453647Z logger=infra.lockservice t=2026-03-12T01:31:13.065050754Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=12.316863ms
grafana-1  | 2026-03-12T01:31:13.065462645Z logger=infra.lockservice t=2026-03-12T01:31:13.065116601Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=20.112137ms
grafana-1  | 2026-03-12T01:31:13.072881733Z logger=secrets t=2026-03-12T01:31:13.072630273Z level=debug msg="Removing expired data keys from cache..."
grafana-1  | 2026-03-12T01:31:13.073794637Z logger=secrets t=2026-03-12T01:31:13.07341793Z level=debug msg="Removing expired data keys from cache finished successfully"
grafana-1  | 2026-03-12T01:31:13.207782370Z logger=ngalert.sender.router t=2026-03-12T01:31:13.207430438Z level=debug msg="Attempting to sync admin configs" count=0
grafana-1  | 2026-03-12T01:31:13.207819030Z logger=ngalert.sender.router t=2026-03-12T01:31:13.20750731Z level=debug msg="Finish of admin configuration sync"
grafana-1  | 2026-03-12T01:31:13.342104468Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:31:13.341909447Z level=debug msg="Synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:31:13.344090268Z logger=ngalert.notifier component=alertmanager orgID=1 t=2026-03-12T01:31:13.343961246Z level=debug msg="Config hasn't changed, skipping configuration sync."
grafana-1  | 2026-03-12T01:31:13.346999737Z logger=ngalert.multiorg.alertmanager t=2026-03-12T01:31:13.346889042Z level=debug msg="Done synchronizing Alertmanagers for orgs"
grafana-1  | 2026-03-12T01:31:20.002212737Z logger=ngalert.scheduler t=2026-03-12T01:31:20.00176287Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:31:30.001271655Z logger=ngalert.scheduler t=2026-03-12T01:31:30.001078712Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:31:40.003011027Z logger=ngalert.scheduler t=2026-03-12T01:31:40.002809838Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:31:43.044831299Z logger=infra.lockservice t=2026-03-12T01:31:43.044495683Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:31:43.052303771Z logger=infra.lockservice t=2026-03-12T01:31:43.052151075Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:31:43.055353132Z logger=dashboard-service t=2026-03-12T01:31:43.054657817Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:31:43.055509331Z logger=dashboard-service t=2026-03-12T01:31:43.054716217Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:31:43.056482095Z logger=infra.kvstore.sql t=2026-03-12T01:31:43.056387041Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:31:43.056880345Z logger=dashboard-service t=2026-03-12T01:31:43.05660203Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:31:43.057885189Z logger=grafana-apiserver t=2026-03-12T01:31:43.057381986Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:31:43.058392172Z logger=grafana-apiserver t=2026-03-12T01:31:43.058312082Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:31:43.062584668Z logger=grafana-apiserver t=2026-03-12T01:31:43.062408745Z level=debug msg=Response status="200 OK" milliseconds=4
grafana-1  | 2026-03-12T01:31:43.063141639Z logger=grafana-apiserver t=2026-03-12T01:31:43.063032189Z level=debug msg=HTTP verb=LIST URI= latency=5.352808ms userAgent="grafana/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID=e33c1674-f66b-4298-ae78-069a4bca3487 srcIP= resp=200
grafana-1  | 2026-03-12T01:31:43.063779327Z logger=dashboard-service t=2026-03-12T01:31:43.063689205Z level=debug msg="No items to clean up in this batch" orgID=1
grafana-1  | 2026-03-12T01:31:43.064112518Z logger=infra.lockservice t=2026-03-12T01:31:43.064004427Z level=debug msg="Execution finished" actionName=dashboard-cleanup duration=11.582344ms
grafana-1  | 2026-03-12T01:31:43.064435090Z logger=infra.lockservice t=2026-03-12T01:31:43.06430758Z level=debug msg="LockAndExecute finished" actionName=dashboard-cleanup acquiredLock=true duration=19.832524ms
grafana-1  | 2026-03-12T01:31:50.001952782Z logger=ngalert.scheduler t=2026-03-12T01:31:50.001757107Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:32:00.001500678Z logger=ngalert.scheduler t=2026-03-12T01:32:00.001257856Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:32:10.002040387Z logger=ngalert.scheduler t=2026-03-12T01:32:10.001833141Z level=debug msg="Alert rules fetched" rulesCount=0 foldersCount=0 updatedRules=0
grafana-1  | 2026-03-12T01:32:13.044762872Z logger=infra.lockservice t=2026-03-12T01:32:13.044521027Z level=debug msg="Start LockAndExecute" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:32:13.052947543Z logger=infra.lockservice t=2026-03-12T01:32:13.05269219Z level=debug msg="Start execution" actionName=dashboard-cleanup
grafana-1  | 2026-03-12T01:32:13.054563407Z logger=ssosettings.service t=2026-03-12T01:32:13.053175487Z level=debug msg="reloading SSO Settings for all providers"
grafana-1  | 2026-03-12T01:32:13.054580736Z logger=dashboard-service t=2026-03-12T01:32:13.053814678Z level=debug msg="Running k8s dashboard resource cleanup for all orgs" numOrgs=1
grafana-1  | 2026-03-12T01:32:13.054585841Z logger=dashboard-service t=2026-03-12T01:32:13.053911403Z level=debug msg="Running k8s dashboard resource cleanup for org" orgID=1
grafana-1  | 2026-03-12T01:32:13.055354462Z logger=infra.kvstore.sql t=2026-03-12T01:32:13.05441983Z level=debug msg="kvstore value not found" orgId=1 namespace=dashboard-cleanup key=last-resource-version
grafana-1  | 2026-03-12T01:32:13.055367537Z logger=dashboard-service t=2026-03-12T01:32:13.054920528Z level=info msg="No last resource version found, starting from scratch" orgID=1
grafana-1  | 2026-03-12T01:32:13.055779552Z logger=grafana-apiserver t=2026-03-12T01:32:13.055575482Z level=debug msg=Request verb=GET url="https://127.0.0.1:3000/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards?labelSelector=grafana.app%2Fget-trash%3Dtrue&limit=10&resourceVersion=0&resourceVersionMatch=NotOlderThan" headers="Accept: application/json\nAuthorization: Bearer <masked>\nUser-Agent: grafana/v0.0.0 (linux/amd64) kubernetes/$Format\n"
grafana-1  | 2026-03-12T01:32:13.057420178Z logger=grafana-apiserver t=2026-03-12T01:32:13.056414496Z level=debug msg="grafana-apiserver: GET \"/apis/dashboard.grafana.app/v0alpha1/namespaces/default/dashboards\" satisfied by gorestful with webservice /apis/dashboard.grafana.app/v0alpha1"
grafana-1  | 2026-03-12T01:32:13.058101896Z logger=ssosettings.service t=2026-03-12T01:32:13.05380315Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:32:13.058801032Z logger=ssosettings.service t=2026-03-12T01:32:13.058557567Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:32:13.058814958Z logger=ssosettings.service t=2026-03-12T01:32:13.058585907Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:32:13.058820463Z logger=ssosettings.service t=2026-03-12T01:32:13.058603567Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:32:13.058825480Z logger=ssosettings.service t=2026-03-12T01:32:13.05862744Z level=debug msg="No SSO Settings found in the database, using system settings"
grafana-1  | 2026-03-12T01:32:13.059243654Z logger=ssosettings.service t=2026-03-12T01:32:13.058661867Z level=debug msg="No SSO Settings found in the database, using system settings"
